Survived,new_initials,Pclass,Age,SibSp,Parch,Fare,Cabin,initials,female,male,Embarked_enc
0, Dr,1,30.707422907488983,0,0,39.6,0, Dr,0.0,1.0,0
0, Miss,3,30.5,0,0,7.75,0, Miss,1.0,0.0,1
0, Mr,3,30.707422907488983,1,0,24.15,0, Mr,0.0,1.0,1
0, Mr,3,32.0,0,0,8.3625,0, Mr,0.0,1.0,2
0, Mr,3,24.0,0,0,9.5,0, Mr,0.0,1.0,2
0, Mr,3,48.0,0,0,7.8542,0, Mr,0.0,1.0,2
0, Mrs,2,57.0,0,0,10.5,1, Mrs,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.225,0, Mr,0.0,1.0,0
1, Mrs,2,54.0,1,3,23.0,0, Mrs,1.0,0.0,2
0, Mr,3,18.0,0,0,7.75,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.75,1, Mr,0.0,1.0,1
1, Miss,3,5.0,0,0,12.475,0, Miss,1.0,0.0,2
0, Mr,3,30.707422907488983,0,0,7.7375,0, Mr,0.0,1.0,1
1, Miss,3,13.0,0,0,7.2292,0, Miss,1.0,0.0,0
1, Mrs,1,17.0,1,0,57.0,1, Mrs,1.0,0.0,2
0, Mr,1,29.0,0,0,30.0,1, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,1,2,23.45,0, Mr,0.0,1.0,2
0, Mr,3,25.0,0,0,7.05,0, Mr,0.0,1.0,2
0, Mr,3,25.0,0,0,7.25,0, Mr,0.0,1.0,2
1, Miss,3,18.0,0,0,7.4958,0, Miss,1.0,0.0,2
0, Master,3,8.0,4,1,29.125,0, Master,0.0,1.0,1
1, Master,3,1.0,1,2,20.575,0, Master,0.0,1.0,2
0, Mr,1,46.0,0,0,79.2,1, Mr,0.0,1.0,0
0, Mr,3,30.707422907488983,0,0,7.75,0, Mr,0.0,1.0,1
0, Mr,2,16.0,0,0,26.0,0, Mr,0.0,1.0,2
0, Miss,3,27.77906976744186,8,2,69.55,0, Miss,1.0,0.0,2
0, Mr,1,30.707422907488983,0,0,30.6958,0, Mr,0.0,1.0,0
0, Mr,3,25.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,2,39.0,0,0,13.0,0, Mr,0.0,1.0,2
1, Dr,1,49.0,0,0,25.9292,1, Dr,1.0,0.0,2
1, Mrs,3,31.0,0,0,8.6833,0, Mrs,1.0,0.0,2
0, Mr,3,30.0,0,0,7.2292,0, Mr,0.0,1.0,0
0, Mrs,3,30.0,1,1,24.15,0, Mrs,1.0,0.0,2
0, Mr,2,34.0,0,0,13.0,0, Mr,0.0,1.0,2
1, Mrs,2,31.0,1,1,26.25,0, Mrs,1.0,0.0,2
1, Master,1,11.0,1,2,120.0,1, Master,0.0,1.0,2
1, Master,3,0.42,0,1,8.5167,0, Master,0.0,1.0,0
1, Mr,3,27.0,0,0,6.975,0, Mr,0.0,1.0,2
0, Mr,3,31.0,0,0,7.775,0, Mr,0.0,1.0,2
0, Mr,1,39.0,0,0,0.0,1, Mr,0.0,1.0,2
0, Miss,3,18.0,0,0,7.775,0, Miss,1.0,0.0,2
0, Mr,2,39.0,0,0,13.0,0, Mr,0.0,1.0,2
1, Mrs,1,33.0,1,0,53.1,1, Mrs,1.0,0.0,2
0, Mr,3,26.0,0,0,7.8875,0, Mr,0.0,1.0,2
0, Mr,3,39.0,0,0,24.15,0, Mr,0.0,1.0,2
0, Mr,2,35.0,0,0,10.5,0, Mr,0.0,1.0,2
0, Miss,3,6.0,4,2,31.275,0, Miss,1.0,0.0,2
0, Mr,3,30.5,0,0,8.05,0, Mr,0.0,1.0,2
0, Mr,1,30.707422907488983,0,0,0.0,1, Mr,0.0,1.0,2
0, Miss,3,23.0,0,0,7.925,0, Miss,1.0,0.0,2
0, Mr,2,31.0,1,1,37.0042,0, Mr,0.0,1.0,0
0, Mr,3,43.0,0,0,6.45,0, Mr,0.0,1.0,2
0, Master,3,10.0,3,2,27.9,0, Master,0.0,1.0,2
1, Mrs,1,52.0,1,1,93.5,1, Mrs,1.0,0.0,2
1, Mr,3,27.0,0,0,8.6625,0, Mr,0.0,1.0,2
0, Jonkheer,1,38.0,0,0,0.0,0, Jonkheer,0.0,1.0,2
1, Mrs,3,27.0,0,1,12.475,1, Mrs,1.0,0.0,2
0, Master,3,2.0,4,1,39.6875,0, Master,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,6.95,0, Mr,0.0,1.0,1
0, Mr,3,30.707422907488983,0,0,56.4958,0, Mr,0.0,1.0,2
1, Master,2,1.0,0,2,37.0042,0, Master,0.0,1.0,0
1, Mr,3,30.707422907488983,0,0,7.75,0, Mr,0.0,1.0,1
1, Mrs,3,15.0,1,0,14.4542,0, Mrs,1.0,0.0,0
1, Master,2,0.83,1,1,18.75,0, Master,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.2292,0, Mr,0.0,1.0,0
0, Mr,3,23.0,0,0,7.8542,0, Mr,0.0,1.0,2
0, Mr,3,18.0,0,0,8.3,0, Mr,0.0,1.0,2
1, Miss,1,39.0,1,1,83.1583,1, Miss,1.0,0.0,0
0, Mr,3,21.0,0,0,8.6625,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,8.05,0, Mr,0.0,1.0,2
1, Mr,3,32.0,0,0,56.4958,0, Mr,0.0,1.0,2
1, Mr,1,30.707422907488983,0,0,29.7,1, Mr,0.0,1.0,0
0, Mr,3,20.0,0,0,7.925,0, Mr,0.0,1.0,2
0, Mr,2,16.0,0,0,10.5,0, Mr,0.0,1.0,2
1, Miss,1,30.0,0,0,31.0,0, Miss,1.0,0.0,0
0, Mr,3,34.5,0,0,6.4375,0, Mr,0.0,1.0,0
0, Mr,3,17.0,0,0,8.6625,0, Mr,0.0,1.0,2
0, Mr,3,42.0,0,0,7.55,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,8,2,69.55,0, Mr,0.0,1.0,2
0, Mr,3,35.0,0,0,7.8958,0, Mr,0.0,1.0,0
0, Rev,2,28.0,0,1,33.0,0, Rev,0.0,1.0,2
1, Mrs,1,27.77906976744186,1,0,89.1042,1, Mrs,1.0,0.0,0
0, Master,3,4.0,4,2,31.275,0, Master,0.0,1.0,2
0, Mr,3,74.0,0,0,7.775,0, Mr,0.0,1.0,2
0, Miss,3,9.0,1,1,15.2458,0, Miss,1.0,0.0,0
1, Miss,1,16.0,0,1,39.4,1, Miss,1.0,0.0,2
0, Mrs,2,44.0,1,0,26.0,0, Mrs,1.0,0.0,2
1, Mrs,3,18.0,0,1,9.35,0, Mrs,1.0,0.0,2
1, Mr,1,51.0,0,0,26.55,1, Mr,0.0,1.0,2
1, Mrs,3,24.0,0,3,19.2583,0, Mrs,1.0,0.0,0
0, Mr,3,30.707422907488983,0,0,7.2292,0, Mr,0.0,1.0,0
0, Mr,3,41.0,2,0,14.1083,0, Mr,0.0,1.0,2
0, Mr,2,21.0,1,0,11.5,0, Mr,0.0,1.0,2
1, Mrs,1,48.0,0,0,25.9292,1, Mrs,1.0,0.0,2
0, Miss,3,27.77906976744186,8,2,69.55,0, Miss,1.0,0.0,2
0, Mr,2,24.0,0,0,13.0,0, Mr,0.0,1.0,2
1, Mrs,2,42.0,0,0,13.0,0, Mrs,1.0,0.0,2
1, Miss,2,27.0,1,0,13.8583,0, Miss,1.0,0.0,0
0, Mr,1,31.0,0,0,50.4958,1, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,9.5,0, Mr,0.0,1.0,2
1, Master,3,4.0,1,1,11.1333,0, Master,0.0,1.0,2
0, Mr,3,26.0,0,0,7.8958,0, Mr,0.0,1.0,2
1, Mrs,1,47.0,1,1,52.5542,1, Mrs,1.0,0.0,2
0, Mr,1,33.0,0,0,5.0,1, Mr,0.0,1.0,2
0, Mr,3,47.0,0,0,9.0,0, Mr,0.0,1.0,2
1, Mrs,2,28.0,1,0,24.0,0, Mrs,1.0,0.0,0
1, Miss,3,15.0,0,0,7.225,0, Miss,1.0,0.0,0
0, Mr,3,20.0,0,0,9.8458,0, Mr,0.0,1.0,2
0, Mr,3,19.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Mr,3,30.707422907488983,0,0,7.8958,0, Mr,0.0,1.0,2
1, Mrs,1,56.0,0,1,83.1583,1, Mrs,1.0,0.0,0
1, Mrs,2,25.0,0,1,26.0,0, Mrs,1.0,0.0,2
0, Mr,3,33.0,0,0,7.8958,0, Mr,0.0,1.0,2
0, Miss,3,22.0,0,0,10.5167,0, Miss,1.0,0.0,2
0, Mr,2,28.0,0,0,10.5,0, Mr,0.0,1.0,2
0, Mr,3,25.0,0,0,7.05,0, Mr,0.0,1.0,2
0, Mrs,3,39.0,0,5,29.125,0, Mrs,1.0,0.0,1
0, Rev,2,27.0,0,0,13.0,0, Rev,0.0,1.0,2
0,mr,3,22.0,4,1,1.0,1,mr,0.0,1.0,2
0, Miss,3,27.77906976744186,1,2,23.45,0, Miss,1.0,0.0,2
1, Mr,1,26.0,0,0,30.0,1, Mr,0.0,1.0,0
0, Mr,3,32.0,0,0,7.75,0, Mr,0.0,1.0,1
